key,status,file_defined,line_defined,family,first_usage_location
LOCFF7Original,USED,Localization\ar_SA.xaml,101,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:127
LOCFF7Remake,USED,Localization\ar_SA.xaml,100,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:121
LOCFeaturesSteam,USED,Localization\ar_SA.xaml,37,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1075
LOCForestZelda,USED,Localization\ar_SA.xaml,144,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:391
LOCFullBlack,USED,Localization\ar_SA.xaml,87,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:43
LOCGaiden,USED,Localization\ar_SA.xaml,132,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:319
LOCGameLogoAnimationOnMainView,USED,Localization\ar_SA.xaml,23,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:896
LOCGamesSlideshow,USED,Localization\ar_SA.xaml,121,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:253
LOCGlobalOptions,USED,Localization\ar_SA.xaml,5,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:748
LOCGoku,USED,Localization\ar_SA.xaml,137,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:349
LOCGray,USED,Localization\ar_SA.xaml,85,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:31
LOCGreenXbox,USED,Localization\ar_SA.xaml,91,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:67
LOCHokage,USED,Localization\ar_SA.xaml,141,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:373
LOCInGameOptions,USED,Localization\fr_FR.xaml,80,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\DefaultControls\Button.xaml:662
LOCInterfaceStyle,USED,Localization\ar_SA.xaml,81,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:5
LOCLikeADragon,USED,Localization\ar_SA.xaml,134,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:331
LOCLocalClock,USED,Localization\ar_SA.xaml,38,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1114
LOCLocalClockDesc,USED,Localization\ar_SA.xaml,39,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:980
LOCLoginScreen,USED,Localization\ar_SA.xaml,8,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:760
LOCLoginScreenBackground,USED,Localization\ar_SA.xaml,113,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:209
LOCLoginScreenBackgroundOpacity,USED,Localization\ar_SA.xaml,9,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:791
LOCLuffy,USED,Localization\ar_SA.xaml,138,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:355
LOCMGS,USED,Localization\ar_SA.xaml,135,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:337
LOCMainOptions,USED,Localization\ar_SA.xaml,11,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:801
LOCMetalGearSolid,USED,Localization\ar_SA.xaml,102,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:133
LOCMiniTrailer,USED,Localization\ar_SA.xaml,29,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:931
LOCMiniTrailerCC,USED,Localization\ar_SA.xaml,56,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:900
LOCMiniTrailerDesc,USED,Localization\ar_SA.xaml,30,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:936
LOCModernFullHD,USED,Localization\ar_SA.xaml,109,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:190
LOCModernUltraHD,USED,Localization\ar_SA.xaml,110,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:196
LOCNaruto,USED,Localization\ar_SA.xaml,139,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:361
LOCNoActivity,USED,Localization\ar_SA.xaml,64,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:1006
LOCNoBarMode,USED,Localization\ar_SA.xaml,31,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:942
LOCNoBarModeDesc,USED,Localization\ar_SA.xaml,32,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:948
LOCNoCompletion,USED,Localization\ar_SA.xaml,66,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:1016
LOCNoDesc,USED,Localization\ar_SA.xaml,68,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:1026
LOCNoGenreDetails,USED,Localization\ar_SA.xaml,35,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1101
LOCNoHLTBDetails,USED,Localization\ar_SA.xaml,36,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1088
LOCNoSize,USED,Localization\ar_SA.xaml,65,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:1011
LOCNoStar,USED,Localization\ar_SA.xaml,67,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:1021
LOCNoStartupVideo,USED,Localization\ar_SA.xaml,111,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:202
LOCNoTime,USED,Localization\ar_SA.xaml,63,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:1001
LOCNoYear,USED,Localization\ar_SA.xaml,62,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:996
LOCNowPlayingNP,USED,Localization\ar_SA.xaml,72,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1450
LOCOGRemake,USED,Localization\ar_SA.xaml,84,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:19
LOCOldDefault,USED,Localization\ar_SA.xaml,83,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:13
LOCOnePiece,USED,Localization\ar_SA.xaml,103,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:139
LOCOptionMainControlCenter,LOC_DEFINED (keep),Localization\ar_SA.xaml,49,,
LOCPS2,USED,Localization\ar_SA.xaml,119,LOCPS,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:241
LOCPS4,USED,Localization\ar_SA.xaml,120,LOCPS,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:247
LOCPerformanceModeDesc,USED,Localization\ar_SA.xaml,75,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:776
LOCPersona5,USED,Localization\ar_SA.xaml,142,LOCPersona,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:163
LOCPlatformBanner,USED,Localization\ar_SA.xaml,15,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:826
LOCPlatformBannerTop,USED,Localization\ar_SA.xaml,41,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:831
LOCPlayershaveachievement,USED,Localization\ar_SA.xaml,60,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:4024
LOCPowerControlCenter,USED,Localization\ar_SA.xaml,45,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:690
LOCPress,USED,Localization\ar_SA.xaml,78,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:4985
LOCQuiet,USED,Localization\ar_SA.xaml,136,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:343
LOCRedNintendo,USED,Localization\ar_SA.xaml,90,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:61
LOCRetro,USED,Localization\ar_SA.xaml,95,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:91
LOCRetroRoom,USED,Localization\ar_SA.xaml,146,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:403
LOCRetroRoom2,USED,Localization\ar_SA.xaml,147,LOCRetroRoom,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:409
LOCReturnGameNP,USED,Localization\ar_SA.xaml,70,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameStatus.xaml:307
LOCSasuke,USED,Localization\ar_SA.xaml,140,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:367
LOCSelect,USED,Localization\ar_SA.xaml,118,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:235
LOCSensation,USED,Localization\ar_SA.xaml,116,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:223
LOCSilver,USED,Localization\ar_SA.xaml,94,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:85
LOCSourceLogoOnTopScreen,USED,Localization\ar_SA.xaml,21,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:803
LOCStartupVideo,USED,Localization\ar_SA.xaml,106,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:171
LOCSteamBanner,USED,Localization\ar_SA.xaml,40,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:765
LOCStopmonitoring,USED,Localization\ar_SA.xaml,77,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\DefaultControls\Button.xaml:291
LOCTLOU,USED,Localization\ar_SA.xaml,123,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:265
LOCTheWitcher,USED,Localization\ar_SA.xaml,104,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:145
LOCThemOptsDetails,USED,Localization\ar_SA.xaml,52,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1067
LOCThemOptsMain,USED,Localization\ar_SA.xaml,51,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:742
LOCTifa,USED,Localization\ar_SA.xaml,126,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:283
LOCTopButtonAlwaysVisible,USED,Localization\ar_SA.xaml,22,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:867
LOCTrailerControlCenter,USED,Localization\ar_SA.xaml,48,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:865
LOCTrailerOnDetailsView,USED,Localization\ar_SA.xaml,28,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:926
LOCTrailerOnMainView,USED,Localization\ar_SA.xaml,13,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:816
LOCTrailerOptionDetailsCC,USED,Localization\ar_SA.xaml,55,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:887
LOCTrailerOptionMainCC,USED,Localization\ar_SA.xaml,54,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:874
LOCTrophyOnMainView,USED,Localization\ar_SA.xaml,17,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:751
LOCUchiwaClan,USED,Localization\ar_SA.xaml,98,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:109
LOCUserName,USED,Localization\ar_SA.xaml,6,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:755
LOCUzumakiClan,USED,Localization\ar_SA.xaml,97,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:103
LOCWaves,USED,Localization\ar_SA.xaml,115,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:217
LOCWhiteLite,USED,Localization\ar_SA.xaml,92,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:73
LOCWitcher,USED,Localization\ar_SA.xaml,124,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:271
LOCXenoblade,USED,Localization\ar_SA.xaml,122,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:259
LOCYakuza6,USED,Localization\ar_SA.xaml,133,LOCYakuza,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:325
LOCZeldaTotk,USED,Localization\ar_SA.xaml,143,,yaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\options.yaml:385
LOC_EnableFocusFlashCover,LOC_DEFINED (keep),Localization\el_GR.xaml,183,,
LOC_InGameOptions,LOC_DEFINED (keep),Localization\el_GR.xaml,186,,
LOC_PerformanceMode,LOC_DEFINED (keep),Localization\el_GR.xaml,184,,
LOC_PerformanceModeDesc,LOC_DEFINED (keep),Localization\el_GR.xaml,185,,
LayoutButtonMain,USED,DefaultControls\CheckBox.xaml,630,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1282
ListGameItemStyle,UNUSED?,DerivedStyles\ListGameItemStyle.xaml,8,,
ListGameItemTemplate,UNUSED?,DerivedStyles\ListGameItemTemplate.xaml,8,,
LocalClock,UNUSED?,Constants.xaml,37,,
LogoAnimation,USED,Constants.xaml,29,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Themes Option\4.IntroVideo\Nope\Main.xaml:937
MAIN_Commands,USED,Views\2Main.xaml,30,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:106
MainBackgourndBrush,USED,Constants.xaml,96,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:4790
MainBackgroundBrush,UNUSED?,Constants.xaml,269,,
MainBackgroundImageButton,USED,DefaultControls\ToggleButton.xaml,482,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:4752
MainBackgroundMuteButton,UNUSED?,DefaultControls\ToggleButton.xaml,546,,
MainMenu1,USED,Constants.xaml,628,MainMenu,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:13
MainMenu10,USED,Constants.xaml,637,MainMenu1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:50
MainMenu11,USED,Constants.xaml,638,MainMenu1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:53
MainMenu12,USED,Constants.xaml,639,MainMenu1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:56
MainMenu13,USED,Constants.xaml,640,MainMenu1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:59
MainMenu14,USED,Constants.xaml,641,MainMenu1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:62
MainMenu15,USED,Constants.xaml,642,MainMenu1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:65
MainMenu16,USED,Constants.xaml,643,MainMenu1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:68
MainMenu17,USED,Constants.xaml,644,MainMenu1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:71
MainMenu18,USED,Constants.xaml,645,MainMenu1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:74
MainMenu19,USED,Constants.xaml,646,MainMenu1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:77
MainMenu2,USED,Constants.xaml,629,MainMenu,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:26
MainMenu20,USED,Constants.xaml,647,MainMenu2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:80
MainMenu21,USED,Constants.xaml,648,MainMenu2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:83
MainMenu22,USED,Constants.xaml,649,MainMenu2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:86
MainMenu23,USED,Constants.xaml,650,MainMenu2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\MainMenu.xaml:89
