key,status,file_defined,line_defined,family,first_usage_location
AcceuilChangeToggle,USED,DefaultControls\ToggleButton.xaml,1351,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:5016
AcceuilOrNot,USED,Constants.xaml,30,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Constants.xaml:384
AchievementsWindowStyle,UNUSED?,Views\Main.xaml,4833,,
ActionSelectionBorder,UNUSED?,Views\ActionSelection.xaml,55,,
ActionSelectionButton,UNUSED?,Views\ActionSelection.xaml,5,,
ActionSelectionHeaderText,UNUSED?,Views\ActionSelection.xaml,65,,
AgeRatingOnMainScreen,USED,Constants.xaml,27,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Themes Option\4.IntroVideo\Nope\Main.xaml:1397
AltInfo,UNUSED?,Constants.xaml,40,,
Alternativ,UNUSED?,Constants.xaml,45,,
AlternativeButtonBrush,USED,Constants.xaml,100,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\DefaultControls\Button.xaml:206
AlternativeButtonColor,USED,Constants.xaml,74,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Constants.xaml:100
AnimatedBorderBrush,USED,Constants.xaml,320,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\CustomControls\FilterPresetSelector.xaml:30
AnimatedCoverBrush,UNUSED?,Images\Interface\1-Default\Constants.xaml,280,,
AnimatedFlashConnexion,USED,Constants.xaml,355,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:2683
AnimatedFlashCover,UNUSED?,Images\Interface\1-Default\Constants.xaml,421,,
AnimatedFlashFocus,USED,Constants.xaml,391,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\DerivedStyles\ListGameItemStyle.xaml:205
AnimatedFlashMenu,USED,Constants.xaml,455,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\DefaultControls\CheckBox.xaml:19
AnimationBackground,UNUSED?,Constants.xaml,46,,
Avatar0,USED,Constants.xaml,743,Avatar,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:4804
Avatar1,USED,Constants.xaml,705,Avatar,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1731
Avatar10,USED,Constants.xaml,714,Avatar1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1761
Avatar11,USED,Constants.xaml,715,Avatar1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1764
Avatar12,USED,Constants.xaml,716,Avatar1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1767
Avatar13,USED,Constants.xaml,717,Avatar1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1770
Avatar14,USED,Constants.xaml,718,Avatar1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1773
Avatar15,USED,Constants.xaml,719,Avatar1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1776
Avatar16,USED,Constants.xaml,720,Avatar1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1779
Avatar17,USED,Constants.xaml,721,Avatar1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1782
Avatar18,USED,Constants.xaml,722,Avatar1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1785
Avatar19,USED,Constants.xaml,723,Avatar1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1788
Avatar2,USED,Constants.xaml,706,Avatar,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1737
Avatar20,USED,Constants.xaml,724,Avatar2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1791
Avatar21,USED,Constants.xaml,725,Avatar2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1794
Avatar22,USED,Constants.xaml,726,Avatar2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1797
Avatar23,USED,Constants.xaml,727,Avatar2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1800
Avatar24,USED,Constants.xaml,728,Avatar2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1803
Avatar25,USED,Constants.xaml,729,Avatar2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1806
Avatar26,USED,Constants.xaml,730,Avatar2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1809
Avatar27,USED,Constants.xaml,731,Avatar2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1812
Avatar28,USED,Constants.xaml,732,Avatar2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1815
Avatar29,USED,Constants.xaml,733,Avatar2,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1818
Avatar3,USED,Constants.xaml,707,Avatar,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1740
Avatar30,USED,Constants.xaml,734,Avatar3,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1821
Avatar31,USED,Constants.xaml,735,Avatar3,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1824
Avatar32,USED,Constants.xaml,736,Avatar3,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1827
Avatar33,USED,Constants.xaml,737,Avatar3,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1830
Avatar34,USED,Constants.xaml,738,Avatar3,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1833
Avatar35,USED,Constants.xaml,739,Avatar3,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1836
Avatar36,USED,Constants.xaml,740,Avatar3,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1839
Avatar37,USED,Constants.xaml,741,Avatar3,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1842
Avatar38,USED,Constants.xaml,742,Avatar3,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1845
Avatar4,USED,Constants.xaml,708,Avatar,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1743
Avatar5,USED,Constants.xaml,709,Avatar,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1746
Avatar6,USED,Constants.xaml,710,Avatar,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1749
Avatar7,USED,Constants.xaml,711,Avatar,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1752
Avatar8,USED,Constants.xaml,712,Avatar,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1755
Avatar9,USED,Constants.xaml,713,Avatar,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1758
AvatarImageIndex,USED,Constants.xaml,17,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\Main.xaml:4865
Background,USED,Constants.xaml,68,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Images\Interface\1-Default\Constants.xaml:91
BackgroundBrush,USED,Images\Interface\1-Default\Constants.xaml,92,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:4062
BackgroundImageBrush,UNUSED?,Images\Interface\1-Default\Constants.xaml,543,,
BackgroundImageFullscreenButton,UNUSED?,DefaultControls\ToggleButton.xaml,381,,
BackgroundImageIndex,USED,Constants.xaml,16,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:200
BackgroundImageRatioButton,UNUSED?,DefaultControls\ToggleButton.xaml,287,,
BatteryStatusCharging,UNUSED?,Media.xaml,14,,
BatteryStatusCritical,UNUSED?,Media.xaml,10,,
BatteryStatusHigh,UNUSED?,Media.xaml,13,,
BatteryStatusLow,UNUSED?,Media.xaml,11,,
BatteryStatusMedium,UNUSED?,Media.xaml,12,,
BlackColor,USED,Constants.xaml,61,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Constants.xaml:96
BorderAnim,USED,Themes Option\7.Other Views\Trailer Only\GameDetails.xaml,2211,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Themes Option\7.Other Views\Trailer Only\GameDetails.xaml:2463
BorderAnimDlc,USED,Themes Option\7.Other Views\Trailer Only\GameDetails.xaml,1607,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Themes Option\7.Other Views\Trailer Only\GameDetails.xaml:1741
BorderAnimDlcClose,UNUSED?,Views\GameDetails.xaml,4590,,
BorderAnimDlcOpen,UNUSED?,Views\GameDetails.xaml,4582,,
BorderBright,USED,Constants.xaml,67,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Images\Interface\1-Default\Constants.xaml:286
BorderDark,USED,Constants.xaml,65,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Constants.xaml:260
BorderLight,USED,Constants.xaml,66,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Constants.xaml:261
BottomBarBackgroundBrush,UNUSED?,Images\Interface\1-Default\Constants.xaml,91,,
BottomBarVisible,USED,Constants.xaml,31,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Themes Option\4.IntroVideo\Nope\Main.xaml:155
ButtonAlternative,UNUSED?,DefaultControls\Button.xaml,193,,
ButtonAvatar,USED,DefaultControls\Button.xaml,905,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1229
ButtonBack,USED,Images\Interface\1-Default\Constants.xaml,62,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Images\Interface\1-Default\Constants.xaml:95
ButtonBack2,UNUSED?,Images\Interface\1-Default\Constants.xaml,63,ButtonBack,
ButtonBottomMenu,USED,DerivedStyles\ButtonBottomMenu.xaml,5,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\DerivedStyles\ButtonBottomMenu.xaml:37
ButtonContext,USED,DefaultControls\Button.xaml,243,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1420
ButtonControllerVisibleByDefault,USED,Constants.xaml,23,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Themes Option\4.IntroVideo\Nope\Main.xaml:1233
ButtonDesktop,USED,DefaultControls\Button.xaml,1269,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:693
ButtonExit,USED,DefaultControls\Button.xaml,1218,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:694
ButtonFiltre,UNUSED?,DefaultControls\Button.xaml,1007,,
ButtonGameStatusAction,USED,Views\GameStatus.xaml,8,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameStatus.xaml:287
ButtonInstall,UNUSED?,DefaultControls\Button.xaml,797,,
ButtonMenu,UNUSED?,DefaultControls\Button.xaml,852,,
ButtonMinimize,USED,DefaultControls\Button.xaml,1320,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:692
ButtonPlay,UNUSED?,DefaultControls\Button.xaml,743,,
ButtonPlayColor,USED,Constants.xaml,108,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\DefaultControls\Button.xaml:277
ButtonRestart,USED,DefaultControls\Button.xaml,1167,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:695
ButtonShutdow,USED,DefaultControls\Button.xaml,1116,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:696
ButtonSquare,UNUSED?,DefaultControls\Button.xaml,959,,
ButtonSuccess,UNUSED?,DefaultControls\Button.xaml,1061,,
ButtonSwitchAnimation,USED,Views\2Main.xaml,4945,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:4979
ButtonTextBlockBaseStyle,USED,Constants.xaml,238,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\DefaultControls\Button.xaml:21
ButtonTrophyviewitem,USED,DefaultControls\Button.xaml,58,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\Main.xaml:5355
CardBorderFocusBrush,UNUSED?,Constants.xaml,89,,
CardFocusBrush,UNUSED?,Constants.xaml,88,,
CardIdleBrush,UNUSED?,Constants.xaml,87,,
ChangeViewButton,USED,DefaultControls\ToggleButton.xaml,200,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1889
CheckBoxCheckMarkBkBrush,USED,Constants.xaml,99,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\DefaultControls\ProgressBar.xaml:11
CheckDLCWindowStyle,UNUSED?,Views\GameDetails.xaml,4431,,
CinematicFocusEffectInfo,UNUSED?,Localization\ar_SA.xaml,79,,
ComboBoxBorderBrush,USED,Constants.xaml,97,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\DefaultControls\ComboBox.xaml:57
CompletedBannerButtonMain,UNUSED?,DefaultControls\CheckBox.xaml,159,,
CompletedOnMainMenu,UNUSED?,Constants.xaml,25,,
CompletionStatusOnOff,UNUSED?,Constants.xaml,32,,
ConnexionVideo,USED,Media.xaml,56,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:4767
ContainerBackgroundBrush,UNUSED?,Images\Interface\1-Default\Constants.xaml,94,,
ControlBackgroundBrush,USED,Constants.xaml,95,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Media.xaml:105
ControlBackgroundButtonDetails,USED,Constants.xaml,277,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\DefaultControls\Button.xaml:378
ControlBackgroundColor,USED,Constants.xaml,71,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Constants.xaml:95
ControlBackgroundColorDark,USED,Constants.xaml,73,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Constants.xaml:99
ControlBackgroundColorLight,USED,Constants.xaml,72,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Images\Interface\1-Default\Constants.xaml:82
ControlBackgroundDarkBrush,USED,Constants.xaml,131,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\DefaultControls\ToggleButton.xaml:37
ControlBackgroundLightBrush,UNUSED?,Images\Interface\1-Default\Constants.xaml,82,,
ControlCenterStyle,USED,DefaultControls\CheckBox.xaml,348,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1185
ControllerButton,USED,DefaultControls\ToggleButton.xaml,1665,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Themes Option\4.IntroVideo\Nope\Main.xaml:542
ControllerButtonMain,USED,DefaultControls\CheckBox.xaml,65,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\2Main.xaml:1259
Corner,USED,Constants.xaml,57,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\CustomControls\FilterDbItemtSelection.xaml:13
DLCExpend,USED,DefaultControls\ToggleButton.xaml,145,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:4609
DLCToggle,USED,DefaultControls\ToggleButton.xaml,1166,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Themes Option\7.Other Views\Trailer Only\GameDetails.xaml:829
Deck,UNUSED?,Constants.xaml,38,,
DefaultGameCover,UNUSED?,Media.xaml,7,,
DefaultGameIcon,UNUSED?,Media.xaml,6,,
DescPanelButton,USED,DefaultControls\ToggleButton.xaml,976,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\DefaultControls\ToggleButton.xaml:1041
DescPanelToggleScale,USED,DefaultControls\ToggleButton.xaml,1041,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:882
Description,USED,Images\Interface\1-Default\Constants.xaml,69,,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:1292
DetailsInterface1,USED,Constants.xaml,572,DetailsInterface,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:483
DetailsInterface10,USED,Constants.xaml,581,DetailsInterface1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:510
DetailsInterface11,USED,Constants.xaml,582,DetailsInterface1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:513
DetailsInterface12,USED,Constants.xaml,583,DetailsInterface1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:516
DetailsInterface13,USED,Constants.xaml,584,DetailsInterface1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:519
DetailsInterface14,USED,Constants.xaml,585,DetailsInterface1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:522
DetailsInterface15,USED,Constants.xaml,586,DetailsInterface1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:525
DetailsInterface16,USED,Constants.xaml,587,DetailsInterface1,xaml:C:\Users\Mike Aniki\AppData\Roaming\Playnite\Themes\Fullscreen\Aniki_ReMake_bb8728bd-ac83-4324-88b1-ee5c586527d1\Views\GameDetails.xaml:528
